Sentence,Aspect Term,polarity,augmented_sentences
"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",thai food,neutral,"The Pad thai, lad nar, and several other items appear promising on paper, yet I've tasted superior thai food in places that aren't as aesthetically pleasing."
"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",thai food,neutral,"While the Pad thai, lad nar, and other selections look good on paper, my experience shows that thai food can be better in less decorative settings."
The food is okay and the prices here are mediocre.,food,neutral,"The food is okay, while the prices here are mediocre."
The food is okay and the prices here are mediocre.,food,neutral,Food is okay and the prices here are mediocre.
The food is okay and the prices here are mediocre.,food,neutral,"The food is okay, though the prices are mediocre."
We got in line and were served while in line a bannan fritter.,bannan fritter,neutral,"While waiting in line, we were served a bannan fritter."
We got in line and were served while in line a bannan fritter.,bannan fritter,neutral,We stood in line and received a bannan fritter during the wait.
We got in line and were served while in line a bannan fritter.,bannan fritter,neutral,"During our time in line, a bannan fritter was served to us."
I ordered the chu chu curry and my friend ordered the pad thai chicken.,chu chu curry,neutral,"I ordered the chu chu curry, and my friend ordered the pad thai chicken."
I ordered the chu chu curry and my friend ordered the pad thai chicken.,chu chu curry,neutral,My order was the chu chu curry while my friend chose the pad thai chicken.
I ordered the chu chu curry and my friend ordered the pad thai chicken.,chu chu curry,neutral,I placed an order for the chu chu curry and my friend had the pad thai chicken.
"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.",food,neutral,"When I dine out, I focus on the food rather than the atmosphere."
"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.",food,neutral,I tend to prioritize the food over the ambiance whenever I eat somewhere.
"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.",food,neutral,"My main concern when I go to eat is the food, not the setting."
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,bill,neutral,"We intended to order dessert, yet the waitress tossed the bill at us before we could place our order."
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,bill,neutral,"We were about to get dessert, but the waitress threw the bill at us before we even had a chance to order."
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,bill,neutral,"We had plans for dessert, but the waitress flung the bill at us before we could order."
The bill is approximately $25 for 2 at lunch without drinks.,lunch,neutral,"The total comes to roughly $25 for two people at lunch, not including drinks."
The bill is approximately $25 for 2 at lunch without drinks.,lunch,neutral,"It costs about $25 for a pair at lunch, without any drinks."
The bill is approximately $25 for 2 at lunch without drinks.,lunch,neutral,"The bill is around $25 for two at lunch, drinks excluded."
"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",chicken with black bean sauce,neutral,"I’ve tasted garlic sauce chicken, chicken with black bean sauce, and Hunan chicken."
"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",chicken with black bean sauce,neutral,"My meal included garlic sauce chicken, chicken with black bean sauce, and Hunan chicken."
"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",chicken with black bean sauce,neutral,"I sampled the chicken with garlic sauce, chicken with black bean sauce, and the Hunan chicken."
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,water,neutral,"Even though they ask the usual ""what kind of water would you like?"" question, the service was good and the place was overall very relaxing to eat at."
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,water,neutral,"While they still pose the standard ""what kind of water would you like"" query, the service remained good and the restaurant was generally a very relaxing spot to dine."
