Sentence,Aspect Term,polarity
The bar has various selections and the mixed drink special is a catcher! 2 for 1's.,mixed drink special,positive
I found the variety of the sashimi plate to be satisfying - fresh and yummy.,sashimi plate,positive
"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",ambiance,positive
I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,wait,negative
"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dish,neutral
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,conflict
"If your visiting, you'll enjoy the ambiance and the fact that it's in Time Sq...",ambiance,positive
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,negative
The menu is very limited - i think we counted 4 or 5 entrees.,entrees,negative
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,live entertainment,positive
I ordered the chu chu curry and my friend ordered the pad thai chicken.,pad thai chicken,neutral
"Great food, great decor, great service.",service,positive
The wine the service was very good too.,service,positive
Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,mushrooms,positive
"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",fish fillet in spicy source,positive
My husband and I enjoyed each of the 6 taste size portions and left completely full.,portions,positive
The ambience is authentic and relaxing and we have always received attentive and prompt service.,ambience,positive
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",Barbecued codfish,positive
Hats off to the chef.,chef,positive
"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.",staff,positive
"though the service could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele.",service,conflict
Consistently good Japanese Tapas.,Japanese Tapas,positive
"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",roll,negative
Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,prix fix,positive
My son and his girlfriend both wanted cheeseburgers and they were huge!,cheeseburgers,positive
The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,steak dish,negative
My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,Crab Croquette apt,negative
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",dinner,positive
"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",special menu,positive
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",cold udon,neutral
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,food,positive
"Disappointing food, lousy service.",food,negative
"No food snobs allowed, this place is for people who appreciate good food.",food,neutral
"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",Service,conflict
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",noodles,neutral
The specials are usually quite good too.,specials,positive
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",dough,positive
And I say snacking because it really is not set up to be a proper dinner.,snacking,neutral
